"Faça uma cópia da planilha para realizar o desafio em:
Arquivo > Fazer uma cópia",,,,,,,
Nº de vendas,Nº de vendas confirmadas,Qtd de acessos,Data,GMV,Tipo,Categoria,Parceiro
9,5,73,2022-03-22,"R$ 40.850,00",Padrão,MODA E ACESSÓRIOS,Parceiro-169
14,13,130,2022-03-22,"R$ 9.898,20",Padrão,MODA E ACESSÓRIOS,Parceiro-1785
12,11,77,2022-03-22,"R$ 12.934,05",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-1963
2858,2549,24317,2022-03-22,"R$ 1.967.399,16",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-2
11,10,192,2022-03-22,"R$ 9.880,10",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-2171
1343,1267,11548,2022-03-22,"R$ 754.480,25",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-220
5210,4774,26483,2022-03-22,"R$ 1.165.826,88",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-233
551,390,5781,2022-03-22,"R$ 542.654,16",Padrão,VIAGEM E TURISMO,Parceiro-262
164,150,999,2022-03-22,"R$ 91.490,69",Padrão,"MÓVEIS, CASA E DECORAÇÃO",Parceiro-395
734,597,4478,2022-03-22,"R$ 111.982,58",Padrão,BELEZA E SAÚDE,Parceiro-463
286,252,1802,2022-03-22,"R$ 60.862,75",Padrão,MODA E ACESSÓRIOS,Parceiro-49
76,61,445,2022-03-22,"R$ 14.587,95",Padrão,BELEZA E SAÚDE,Parceiro-51
62,48,391,2022-03-22,"R$ 20.636,00",Padrão,ESPORTE E LAZER,Parceiro-525
76,35,756,2022-03-22,"R$ 9.230,30",Padrão,VIAGEM E TURISMO,Parceiro-6095
10,9,101,2022-03-22,"R$ 2.129,54",Padrão,ESPORTE E LAZER,Parceiro-62
19,17,196,2022-03-22,"R$ 5.887,80",Padrão,MODA E ACESSÓRIOS,Parceiro-6539
3,0,26,2022-03-22,"R$ 462,08",Padrão,ALIMENTOS E BEBIDAS,Parceiro-7749
22,19,777,2022-03-22,"R$ 6.842,65",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-8152
116,102,2184,2022-03-22,"R$ 142.714,18",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-82
38,36,348,2022-03-23,"R$ 20.924,50",Padrão,MODA E ACESSÓRIOS,Parceiro-1335
13,5,121,2022-03-23,"R$ 12.179,60",Padrão,VIAGEM E TURISMO,Parceiro-1561
1,1,83,2022-03-23,"R$ 1.178,95",Padrão,MODA E ACESSÓRIOS,Parceiro-169
5,5,44,2022-03-23,"R$ 3.033,58",Padrão,MODA E ACESSÓRIOS,Parceiro-1785
17,14,92,2022-03-23,"R$ 27.488,83",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-1963
2989,2524,22862,2022-03-23,"R$ 1.827.384,11",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-2
17,17,246,2022-03-23,"R$ 8.374,41",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-2171
1329,1254,10558,2022-03-23,"R$ 796.348,31",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-220
4753,4341,22905,2022-03-23,"R$ 1.090.734,91",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-233
621,436,5304,2022-03-23,"R$ 807.917,43",Padrão,VIAGEM E TURISMO,Parceiro-262
53,46,495,2022-03-23,"R$ 20.222,84",Padrão,"MÓVEIS, CASA E DECORAÇÃO",Parceiro-395
824,650,4312,2022-03-23,"R$ 122.346,79",Padrão,BELEZA E SAÚDE,Parceiro-463
299,254,1713,2022-03-23,"R$ 68.242,06",Padrão,MODA E ACESSÓRIOS,Parceiro-49
55,48,440,2022-03-23,"R$ 9.958,95",Padrão,BELEZA E SAÚDE,Parceiro-51
49,39,400,2022-03-23,"R$ 15.232,24",Padrão,ESPORTE E LAZER,Parceiro-525
74,41,588,2022-03-23,"R$ 10.267,86",Padrão,VIAGEM E TURISMO,Parceiro-6095
14,13,108,2022-03-23,"R$ 3.318,13",Padrão,ESPORTE E LAZER,Parceiro-62
22,18,210,2022-03-23,"R$ 7.101,75",Padrão,MODA E ACESSÓRIOS,Parceiro-6539
4,2,21,2022-03-23,"R$ 1.330,58",Padrão,ALIMENTOS E BEBIDAS,Parceiro-7749
28,25,438,2022-03-23,"R$ 8.069,25",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-8152
135,129,2214,2022-03-23,"R$ 186.226,67",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-82
39,36,301,2022-03-24,"R$ 33.196,00",Padrão,MODA E ACESSÓRIOS,Parceiro-1335
13,7,135,2022-03-24,"R$ 17.378,59",Padrão,VIAGEM E TURISMO,Parceiro-1561
3,1,57,2022-03-24,"R$ 17.949,10",Padrão,MODA E ACESSÓRIOS,Parceiro-169
4,4,55,2022-03-24,"R$ 2.074,62",Padrão,MODA E ACESSÓRIOS,Parceiro-1785
11,10,78,2022-03-24,"R$ 14.062,11",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-1963
2387,2086,23023,2022-03-24,"R$ 2.120.745,91",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-2
11,11,202,2022-03-24,"R$ 13.434,83",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-2171
1263,1183,10625,2022-03-24,"R$ 869.495,60",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-220
4400,4003,23150,2022-03-24,"R$ 1.482.587,70",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-233
442,297,4146,2022-03-24,"R$ 602.053,19",Padrão,VIAGEM E TURISMO,Parceiro-262
35,31,315,2022-03-24,"R$ 12.592,59",Padrão,"MÓVEIS, CASA E DECORAÇÃO",Parceiro-395
806,632,4065,2022-03-24,"R$ 125.061,75",Padrão,BELEZA E SAÚDE,Parceiro-463
252,211,1629,2022-03-24,"R$ 65.495,09",Padrão,MODA E ACESSÓRIOS,Parceiro-49
34,25,353,2022-03-24,"R$ 10.466,95",Padrão,BELEZA E SAÚDE,Parceiro-51
44,31,400,2022-03-24,"R$ 16.299,62",Padrão,ESPORTE E LAZER,Parceiro-525
73,31,691,2022-03-24,"R$ 8.242,90",Padrão,VIAGEM E TURISMO,Parceiro-6095
13,11,122,2022-03-24,"R$ 3.303,18",Padrão,ESPORTE E LAZER,Parceiro-62
27,24,232,2022-03-24,"R$ 5.613,14",Padrão,MODA E ACESSÓRIOS,Parceiro-6539
7,3,28,2022-03-24,"R$ 1.496,40",Padrão,ALIMENTOS E BEBIDAS,Parceiro-7749
23,20,395,2022-03-24,"R$ 8.265,55",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-8152
101,91,2019,2022-03-24,"R$ 177.335,45",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-82
29,26,232,2022-03-25,"R$ 21.038,00",Padrão,MODA E ACESSÓRIOS,Parceiro-1335
7,3,109,2022-03-25,"R$ 9.792,42",Padrão,VIAGEM E TURISMO,Parceiro-1561
12,9,79,2022-03-25,"R$ 31.679,05",Padrão,MODA E ACESSÓRIOS,Parceiro-169
8,6,75,2022-03-25,"R$ 3.590,27",Padrão,MODA E ACESSÓRIOS,Parceiro-1785
10,9,84,2022-03-25,"R$ 7.246,49",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-1963
2057,1779,19856,2022-03-25,"R$ 1.863.987,93",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-2
19,18,187,2022-03-25,"R$ 12.731,34",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-2171
1174,1106,9531,2022-03-25,"R$ 882.382,28",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-220
3855,3358,20817,2022-03-25,"R$ 800.246,38",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-233
453,328,3597,2022-03-25,"R$ 496.947,93",Padrão,VIAGEM E TURISMO,Parceiro-262
35,34,284,2022-03-25,"R$ 22.346,18",Padrão,"MÓVEIS, CASA E DECORAÇÃO",Parceiro-395
674,539,3434,2022-03-25,"R$ 104.144,62",Padrão,BELEZA E SAÚDE,Parceiro-463
216,185,1543,2022-03-25,"R$ 43.749,71",Padrão,MODA E ACESSÓRIOS,Parceiro-49
24,23,312,2022-03-25,"R$ 10.013,65",Padrão,BELEZA E SAÚDE,Parceiro-51
39,34,320,2022-03-25,"R$ 12.065,38",Padrão,ESPORTE E LAZER,Parceiro-525
65,34,475,2022-03-25,"R$ 6.623,27",Padrão,VIAGEM E TURISMO,Parceiro-6095
9,8,71,2022-03-25,"R$ 1.462,85",Padrão,ESPORTE E LAZER,Parceiro-62
21,17,177,2022-03-25,"R$ 7.016,34",Padrão,MODA E ACESSÓRIOS,Parceiro-6539
2,1,25,2022-03-25,"R$ 303,42",Padrão,ALIMENTOS E BEBIDAS,Parceiro-7749
23,20,384,2022-03-25,"R$ 15.708,60",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-8152
109,105,1551,2022-03-25,"R$ 133.942,67",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-82
21,20,193,2022-03-26,"R$ 13.675,00",Padrão,MODA E ACESSÓRIOS,Parceiro-1335
12,2,89,2022-03-26,"R$ 12.445,44",Padrão,VIAGEM E TURISMO,Parceiro-1561
4,4,51,2022-03-26,"R$ 7.394,85",Padrão,MODA E ACESSÓRIOS,Parceiro-169
6,5,43,2022-03-26,"R$ 3.234,68",Padrão,MODA E ACESSÓRIOS,Parceiro-1785
10,6,35,2022-03-26,"R$ 11.080,94",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-1963
1728,1528,16130,2022-03-26,"R$ 1.535.402,01",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-2
31,7,154,2022-03-26,"R$ 481.234,59",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-2171
1027,978,8466,2022-03-26,"R$ 823.084,56",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-220
3240,2893,16836,2022-03-26,"R$ 797.406,59",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-233
378,280,2372,2022-03-26,"R$ 597.607,96",Padrão,VIAGEM E TURISMO,Parceiro-262
37,33,215,2022-03-26,"R$ 22.557,42",Padrão,"MÓVEIS, CASA E DECORAÇÃO",Parceiro-395
518,424,2415,2022-03-26,"R$ 82.987,93",Padrão,BELEZA E SAÚDE,Parceiro-463
145,129,1495,2022-03-26,"R$ 32.230,49",Padrão,MODA E ACESSÓRIOS,Parceiro-49
18,18,196,2022-03-26,"R$ 5.695,90",Padrão,BELEZA E SAÚDE,Parceiro-51
31,26,336,2022-03-26,"R$ 11.850,79",Padrão,ESPORTE E LAZER,Parceiro-525
28,14,347,2022-03-26,"R$ 2.196,50",Padrão,VIAGEM E TURISMO,Parceiro-6095
8,8,77,2022-03-26,"R$ 1.606,39",Padrão,ESPORTE E LAZER,Parceiro-62
13,13,108,2022-03-26,"R$ 3.817,89",Padrão,MODA E ACESSÓRIOS,Parceiro-6539
2,1,9,2022-03-26,"R$ 423,67",Padrão,ALIMENTOS E BEBIDAS,Parceiro-7749
11,10,249,2022-03-26,"R$ 4.223,05",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-8152
93,90,1384,2022-03-26,"R$ 144.573,75",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-82
22,22,208,2022-03-27,"R$ 12.492,00",Padrão,MODA E ACESSÓRIOS,Parceiro-1335
15,8,109,2022-03-27,"R$ 17.399,39",Padrão,VIAGEM E TURISMO,Parceiro-1561
3,3,52,2022-03-27,"R$ 2.546,00",Padrão,MODA E ACESSÓRIOS,Parceiro-169
7,7,84,2022-03-27,"R$ 3.232,73",Padrão,MODA E ACESSÓRIOS,Parceiro-1785
7,7,45,2022-03-27,"R$ 5.946,90",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-1963
1714,1571,17220,2022-03-27,"R$ 1.207.902,62",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-2
18,9,179,2022-03-27,"R$ 425.440,63",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-2171
1036,997,8539,2022-03-27,"R$ 575.921,56",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-220
3847,3481,19556,2022-03-27,"R$ 871.326,14",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-233
493,351,3292,2022-03-27,"R$ 751.604,48",Padrão,VIAGEM E TURISMO,Parceiro-262
36,34,295,2022-03-27,"R$ 14.869,72",Padrão,"MÓVEIS, CASA E DECORAÇÃO",Parceiro-395
554,426,2684,2022-03-27,"R$ 86.177,99",Padrão,BELEZA E SAÚDE,Parceiro-463
220,200,1384,2022-03-27,"R$ 51.433,92",Padrão,MODA E ACESSÓRIOS,Parceiro-49
20,19,239,2022-03-27,"R$ 8.481,91",Padrão,BELEZA E SAÚDE,Parceiro-51
32,28,339,2022-03-27,"R$ 11.787,72",Padrão,ESPORTE E LAZER,Parceiro-525
42,13,485,2022-03-27,"R$ 6.031,53",Padrão,VIAGEM E TURISMO,Parceiro-6095
8,5,97,2022-03-27,"R$ 1.607,51",Padrão,ESPORTE E LAZER,Parceiro-62
9,9,120,2022-03-27,"R$ 3.290,18",Padrão,MODA E ACESSÓRIOS,Parceiro-6539
1,0,11,2022-03-27,"R$ 205,75",Padrão,ALIMENTOS E BEBIDAS,Parceiro-7749
23,19,286,2022-03-27,"R$ 13.438,40",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-8152
99,90,1424,2022-03-27,"R$ 108.565,89",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-82
37,36,319,2022-03-28,"R$ 21.207,50",Padrão,MODA E ACESSÓRIOS,Parceiro-1335
8,3,144,2022-03-28,"R$ 3.712,15",Padrão,VIAGEM E TURISMO,Parceiro-1561
9,6,102,2022-03-28,"R$ 19.874,80",Padrão,MODA E ACESSÓRIOS,Parceiro-169
5,5,73,2022-03-28,"R$ 2.368,70",Padrão,MODA E ACESSÓRIOS,Parceiro-1785
19,16,83,2022-03-28,"R$ 26.404,56",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-1963
2202,2017,21245,2022-03-28,"R$ 1.854.914,93",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-2
21,14,260,2022-03-28,"R$ 373.183,85",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-2171
2329,2177,22889,2022-03-28,"R$ 1.882.865,28",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-220
5056,4616,25113,2022-03-28,"R$ 1.129.596,66",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-233
566,399,5211,2022-03-28,"R$ 744.085,45",Padrão,VIAGEM E TURISMO,Parceiro-262
45,40,385,2022-03-28,"R$ 22.933,95",Padrão,"MÓVEIS, CASA E DECORAÇÃO",Parceiro-395
979,712,4684,2022-03-28,"R$ 150.040,16",Padrão,BELEZA E SAÚDE,Parceiro-463
249,225,1684,2022-03-28,"R$ 66.581,45",Padrão,MODA E ACESSÓRIOS,Parceiro-49
36,28,323,2022-03-28,"R$ 11.483,55",Padrão,BELEZA E SAÚDE,Parceiro-51
32,29,363,2022-03-28,"R$ 8.631,57",Padrão,ESPORTE E LAZER,Parceiro-525
106,35,705,2022-03-28,"R$ 11.567,16",Padrão,VIAGEM E TURISMO,Parceiro-6095
17,16,113,2022-03-28,"R$ 3.381,15",Padrão,ESPORTE E LAZER,Parceiro-62
19,17,238,2022-03-28,"R$ 6.559,34",Padrão,MODA E ACESSÓRIOS,Parceiro-6539
7,2,23,2022-03-28,"R$ 2.147,73",Padrão,ALIMENTOS E BEBIDAS,Parceiro-7749
30,24,368,2022-03-28,"R$ 8.546,30",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-8152
129,121,2066,2022-03-28,"R$ 166.014,35",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-82
47,44,373,2022-03-29,"R$ 32.370,09",Padrão,MODA E ACESSÓRIOS,Parceiro-1335
10,5,113,2022-03-29,"R$ 19.961,71",Padrão,VIAGEM E TURISMO,Parceiro-1561
5,5,89,2022-03-29,"R$ 9.390,15",Padrão,MODA E ACESSÓRIOS,Parceiro-169
11,11,67,2022-03-29,"R$ 6.125,89",Padrão,MODA E ACESSÓRIOS,Parceiro-1785
15,11,67,2022-03-29,"R$ 13.200,86",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-1963
2277,1992,22358,2022-03-29,"R$ 1.766.646,34",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-2
12,9,301,2022-03-29,"R$ 262.634,29",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-2171
2516,2323,27536,2022-03-29,"R$ 2.166.214,32",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-220
4711,4323,22823,2022-03-29,"R$ 996.721,78",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-233
517,379,4965,2022-03-29,"R$ 594.762,40",Padrão,VIAGEM E TURISMO,Parceiro-262
88,77,525,2022-03-29,"R$ 42.110,12",Padrão,"MÓVEIS, CASA E DECORAÇÃO",Parceiro-395
885,574,4527,2022-03-29,"R$ 151.397,90",Padrão,BELEZA E SAÚDE,Parceiro-463
267,243,1881,2022-03-29,"R$ 54.290,70",Padrão,MODA E ACESSÓRIOS,Parceiro-49
43,37,442,2022-03-29,"R$ 16.148,52",Padrão,BELEZA E SAÚDE,Parceiro-51
58,48,452,2022-03-29,"R$ 18.031,96",Padrão,ESPORTE E LAZER,Parceiro-525
86,30,713,2022-03-29,"R$ 10.469,06",Padrão,VIAGEM E TURISMO,Parceiro-6095
12,11,91,2022-03-29,"R$ 1.838,73",Padrão,ESPORTE E LAZER,Parceiro-62
22,18,245,2022-03-29,"R$ 6.633,82",Padrão,MODA E ACESSÓRIOS,Parceiro-6539
7,1,41,2022-03-29,"R$ 1.818,26",Padrão,ALIMENTOS E BEBIDAS,Parceiro-7749
27,25,269,2022-03-29,"R$ 11.280,85",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-8152
87,83,1777,2022-03-29,"R$ 118.115,70",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-82
43,41,464,2022-03-30,"R$ 20.390,00",Padrão,MODA E ACESSÓRIOS,Parceiro-1335
8,3,87,2022-03-30,"R$ 10.225,68",Padrão,VIAGEM E TURISMO,Parceiro-1561
3,3,108,2022-03-30,"R$ 17.655,00",Padrão,MODA E ACESSÓRIOS,Parceiro-169
7,5,53,2022-03-30,"R$ 3.834,48",Padrão,MODA E ACESSÓRIOS,Parceiro-1785
20,18,85,2022-03-30,"R$ 63.642,13",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-1963
2289,2009,20896,2022-03-30,"R$ 1.656.068,87",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-2
21,21,426,2022-03-30,"R$ 12.405,08",Promocional,LOJA DE DEPARTAMENTOS,Parceiro-2171
2447,2294,21823,2022-03-30,"R$ 2.643.148,91",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-220
4721,4311,22845,2022-03-30,"R$ 1.071.522,38",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-233
527,397,4773,2022-03-30,"R$ 622.752,97",Padrão,VIAGEM E TURISMO,Parceiro-262
64,60,404,2022-03-30,"R$ 30.744,02",Padrão,"MÓVEIS, CASA E DECORAÇÃO",Parceiro-395
1294,992,6039,2022-03-30,"R$ 281.620,39",Padrão,BELEZA E SAÚDE,Parceiro-463
401,378,3244,2022-03-30,"R$ 96.485,09",Padrão,MODA E ACESSÓRIOS,Parceiro-49
39,32,400,2022-03-30,"R$ 9.621,10",Padrão,BELEZA E SAÚDE,Parceiro-51
50,45,413,2022-03-30,"R$ 13.142,34",Padrão,ESPORTE E LAZER,Parceiro-525
80,31,634,2022-03-30,"R$ 7.974,52",Padrão,VIAGEM E TURISMO,Parceiro-6095
27,23,180,2022-03-30,"R$ 4.901,58",Padrão,ESPORTE E LAZER,Parceiro-62
26,23,251,2022-03-30,"R$ 7.990,27",Padrão,MODA E ACESSÓRIOS,Parceiro-6539
4,2,36,2022-03-30,"R$ 1.907,46",Padrão,ALIMENTOS E BEBIDAS,Parceiro-7749
24,20,523,2022-03-30,"R$ 7.769,51",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-8152
108,101,1825,2022-03-30,"R$ 126.686,88",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-82
96,95,3868,2022-03-31,"R$ 151.713,90",Promocional,MODA E ACESSÓRIOS,Parceiro-1335
10,7,96,2022-03-31,"R$ 15.324,51",Padrão,VIAGEM E TURISMO,Parceiro-1561
5,5,111,2022-03-31,"R$ 27.806,00",Padrão,MODA E ACESSÓRIOS,Parceiro-169
3,2,33,2022-03-31,"R$ 2.504,81",Padrão,MODA E ACESSÓRIOS,Parceiro-1785
14,7,102,2022-03-31,"R$ 118.140,31",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-1963
2103,1888,20806,2022-03-31,"R$ 1.513.113,04",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-2
42,27,500,2022-03-31,"R$ 504.629,41",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-2171
2209,2041,20558,2022-03-31,"R$ 1.703.127,63",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-220
4507,4095,21936,2022-03-31,"R$ 991.625,49",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-233
534,373,4573,2022-03-31,"R$ 568.246,11",Padrão,VIAGEM E TURISMO,Parceiro-262
55,50,379,2022-03-31,"R$ 30.985,71",Padrão,"MÓVEIS, CASA E DECORAÇÃO",Parceiro-395
1774,1366,7619,2022-03-31,"R$ 461.061,51",Padrão,BELEZA E SAÚDE,Parceiro-463
389,361,3389,2022-03-31,"R$ 90.582,55",Padrão,MODA E ACESSÓRIOS,Parceiro-49
34,28,375,2022-03-31,"R$ 11.357,15",Padrão,BELEZA E SAÚDE,Parceiro-51
34,25,350,2022-03-31,"R$ 8.760,76",Padrão,ESPORTE E LAZER,Parceiro-525
64,30,531,2022-03-31,"R$ 6.588,35",Padrão,VIAGEM E TURISMO,Parceiro-6095
17,16,172,2022-03-31,"R$ 3.880,85",Promocional,ESPORTE E LAZER,Parceiro-62
19,15,201,2022-03-31,"R$ 4.462,54",Padrão,MODA E ACESSÓRIOS,Parceiro-6539
6,0,36,2022-03-31,"R$ 1.382,24",Padrão,ALIMENTOS E BEBIDAS,Parceiro-7749
20,20,209,2022-03-31,"R$ 6.142,30",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-8152
91,85,1862,2022-03-31,"R$ 126.695,08",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-82
42,36,772,2022-04-01,"R$ 129.778,00",Padrão,MODA E ACESSÓRIOS,Parceiro-1335
9,4,137,2022-04-01,"R$ 10.955,06",Padrão,VIAGEM E TURISMO,Parceiro-1561
8,6,103,2022-04-01,"R$ 37.459,00",Padrão,MODA E ACESSÓRIOS,Parceiro-169
6,6,37,2022-04-01,"R$ 3.726,83",Padrão,MODA E ACESSÓRIOS,Parceiro-1785
25,21,108,2022-04-01,"R$ 30.328,35",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-1963
2939,2649,22236,2022-04-01,"R$ 2.153.473,25",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-2
25,16,330,2022-04-01,"R$ 678.312,08",Promocional,LOJA DE DEPARTAMENTOS,Parceiro-2171
1058,916,10279,2022-04-01,"R$ 558.514,37",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-220
4199,3820,20786,2022-04-01,"R$ 982.743,98",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-233
455,333,3828,2022-04-01,"R$ 545.666,11",Padrão,VIAGEM E TURISMO,Parceiro-262
54,47,449,2022-04-01,"R$ 32.244,44",Padrão,"MÓVEIS, CASA E DECORAÇÃO",Parceiro-395
865,665,4235,2022-04-01,"R$ 176.577,82",Padrão,BELEZA E SAÚDE,Parceiro-463
349,325,3061,2022-04-01,"R$ 72.744,15",Padrão,MODA E ACESSÓRIOS,Parceiro-49
56,46,371,2022-04-01,"R$ 13.289,60",Padrão,BELEZA E SAÚDE,Parceiro-51
71,62,494,2022-04-01,"R$ 19.889,91",Padrão,ESPORTE E LAZER,Parceiro-525
68,41,553,2022-04-01,"R$ 7.477,68",Padrão,VIAGEM E TURISMO,Parceiro-6095
17,16,171,2022-04-01,"R$ 3.312,26",Promocional,ESPORTE E LAZER,Parceiro-62
24,22,157,2022-04-01,"R$ 6.886,90",Padrão,MODA E ACESSÓRIOS,Parceiro-6539
9,4,34,2022-04-01,"R$ 2.368,48",Padrão,ALIMENTOS E BEBIDAS,Parceiro-7749
10,9,62,2022-04-01,"R$ 2.921,25",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-8152
100,95,1840,2022-04-01,"R$ 147.642,13",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-82
31,29,424,2022-04-02,"R$ 15.823,00",Padrão,MODA E ACESSÓRIOS,Parceiro-1335
12,9,92,2022-04-02,"R$ 17.466,20",Padrão,VIAGEM E TURISMO,Parceiro-1561
11,3,79,2022-04-02,"R$ 36.463,00",Padrão,MODA E ACESSÓRIOS,Parceiro-169
5,5,34,2022-04-02,"R$ 3.321,06",Padrão,MODA E ACESSÓRIOS,Parceiro-1785
6,5,37,2022-04-02,"R$ 10.286,12",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-1963
2097,1846,18767,2022-04-02,"R$ 1.622.605,31",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-2
13,6,288,2022-04-02,"R$ 219.537,27",Promocional,LOJA DE DEPARTAMENTOS,Parceiro-2171
888,791,8730,2022-04-02,"R$ 579.719,67",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-220
3607,3313,18245,2022-04-02,"R$ 731.641,30",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-233
415,282,2931,2022-04-02,"R$ 667.848,62",Padrão,VIAGEM E TURISMO,Parceiro-262
42,37,276,2022-04-02,"R$ 25.973,81",Padrão,"MÓVEIS, CASA E DECORAÇÃO",Parceiro-395
490,407,2551,2022-04-02,"R$ 70.867,95",Padrão,BELEZA E SAÚDE,Parceiro-463
325,311,2772,2022-04-02,"R$ 83.004,92",Padrão,MODA E ACESSÓRIOS,Parceiro-49
13,11,241,2022-04-02,"R$ 3.502,85",Padrão,BELEZA E SAÚDE,Parceiro-51
49,41,375,2022-04-02,"R$ 13.113,47",Padrão,ESPORTE E LAZER,Parceiro-525
39,26,376,2022-04-02,"R$ 4.305,14",Padrão,VIAGEM E TURISMO,Parceiro-6095
4,4,129,2022-04-02,"R$ 1.170,12",Promocional,ESPORTE E LAZER,Parceiro-62
15,15,117,2022-04-02,"R$ 4.623,18",Padrão,MODA E ACESSÓRIOS,Parceiro-6539
3,0,7,2022-04-02,"R$ 917,55",Padrão,ALIMENTOS E BEBIDAS,Parceiro-7749
11,10,44,2022-04-02,"R$ 2.877,00",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-8152
100,94,1779,2022-04-02,"R$ 129.763,25",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-82
43,42,385,2022-04-03,"R$ 26.646,00",Padrão,MODA E ACESSÓRIOS,Parceiro-1335
16,11,132,2022-04-03,"R$ 21.606,73",Padrão,VIAGEM E TURISMO,Parceiro-1561
1,0,64,2022-04-03,"R$ 1.117,00",Padrão,MODA E ACESSÓRIOS,Parceiro-169
7,7,69,2022-04-03,"R$ 4.277,05",Padrão,MODA E ACESSÓRIOS,Parceiro-1785
12,11,79,2022-04-03,"R$ 5.827,11",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-1963
2203,1852,19391,2022-04-03,"R$ 1.638.275,08",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-2
19,14,299,2022-04-03,"R$ 168.831,68",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-2171
